factor_1,factor_2,factor_3,factor_4,factor_5,label
0.12333333333333334,0.15,0.09649999999999999,0.062,0.07066666666666667,I need an easier quesiton
0.13733333333333334,0.12120000000000002,0.11099999999999999,0.053000000000000005,0.088,I need an easier quesiton
0.15733333333333333,0.1064,0.063,0.024,0.08400000000000002,I need an easier quesiton
0.08266666666666667,0.11840000000000002,0.08199999999999999,0.030000000000000006,0.09799999999999999,I need an easier quesiton
0.11466666666666667,0.1116,0.10200000000000001,0.044,0.10133333333333333,I need an easier quesiton
0.162,0.11280000000000001,0.0995,0.046,0.106,I need an easier quesiton
0.154,0.0932,0.095,0.063,0.09666666666666666,I need an easier quesiton
0.13399999999999998,0.1088,0.08,0.045,0.08800000000000001,I need an easier quesiton
0.13133333333333333,0.0912,0.08349999999999999,0.048,0.09333333333333332,I need an easier quesiton
0.18266666666666664,0.1552,0.143,0.085,0.16266666666666665,I need an easier quesiton
0.14,0.1852,0.1035,0.10700000000000001,0.222,I need an easier quesiton
0.15,0.1784,0.089,0.155,0.19333333333333336,I need an easier quesiton
0.15933333333333335,0.20600000000000002,0.09899999999999999,0.11299999999999999,0.20866666666666667,I need an easier quesiton
0.166,0.1892,0.11000000000000001,0.10300000000000001,0.16933333333333334,I need an easier quesiton
0.164,0.2288,0.098,0.10400000000000001,0.20199999999999999,I need an easier quesiton
0.20199999999999999,0.1736,0.0785,0.095,0.18066666666666667,I need an easier quesiton
0.14733333333333334,0.1892,0.086,0.053000000000000005,0.18999999999999997,I need an easier quesiton
0.15066666666666664,0.22719999999999999,0.079,0.076,0.18000000000000002,I need an easier quesiton
0.17333333333333334,0.22640000000000002,0.08700000000000001,0.079,0.17933333333333332,I need an easier quesiton
0.22933333333333333,0.2368,0.073,0.101,0.16666666666666666,I need an easier quesiton
0.19266666666666668,0.242,0.08049999999999999,0.095,0.17,I need an easier quesiton
0.18733333333333332,0.28,0.08900000000000001,0.11300000000000002,0.1686666666666667,I need an easier quesiton
0.17333333333333334,0.26799999999999996,0.06899999999999999,0.089,0.14866666666666667,I need an easier quesiton
0.2553333333333333,0.28800000000000003,0.1315,0.154,0.1753333333333333,I need an easier quesiton
0.196,0.3268,0.15,0.149,0.15533333333333335,I need an easier quesiton
0.128,0.0696,0.053000000000000005,0.049,0.09066666666666667,I don't need anything right now
0.11466666666666667,0.07919999999999999,0.06,0.075,0.09066666666666667,I don't need anything right now
0.11066666666666668,0.0796,0.0495,0.093,0.068,I don't need anything right now
0.112,0.076,0.0505,0.10400000000000001,0.07066666666666667,I don't need anything right now
0.10266666666666667,0.07479999999999999,0.039,0.062,0.07133333333333332,I don't need anything right now
0.09333333333333332,0.055999999999999994,0.031,0.079,0.08600000000000001,I don't need anything right now
0.06533333333333333,0.07600000000000001,0.033,0.077,0.09000000000000001,I don't need anything right now
0.1,0.07800000000000001,0.032,0.064,0.10400000000000001,I don't need anything right now
0.07533333333333332,0.0828,0.033,0.064,0.08333333333333333,I don't need anything right now
0.09866666666666667,0.0756,0.013000000000000001,0.086,0.06199999999999999,I don't need anything right now
0.126,0.0784,0.0295,0.051000000000000004,0.08600000000000001,I don't need anything right now
0.13799999999999998,0.0824,0.0485,0.063,0.07333333333333333,I don't need anything right now
0.15200000000000002,0.066,0.0335,0.08,0.06999999999999999,I don't need anything right now
0.128,0.08560000000000001,0.045,0.054000000000000006,0.07133333333333333,I don't need anything right now
0.15866666666666665,0.0732,0.0385,0.05700000000000001,0.082,I don't need anything right now
0.10266666666666666,0.07719999999999999,0.0615,0.062,0.064,I don't need anything right now
0.10466666666666666,0.07640000000000001,0.07449999999999998,0.066,0.09266666666666666,I don't need anything right now
0.09400000000000001,0.0656,0.040499999999999994,0.048,0.05,I don't need anything right now
0.11599999999999998,0.0816,0.057499999999999996,0.032,0.06933333333333332,I don't need anything right now
0.16066666666666668,0.1032,0.0615,0.064,0.05,I don't need anything right now
0.14,0.1096,0.0765,0.081,0.06266666666666668,I don't need anything right now
0.13066666666666668,0.07919999999999999,0.05450000000000001,0.049,0.04466666666666666,I don't need anything right now
0.12933333333333333,0.10400000000000001,0.071,0.06000000000000001,0.048,I don't need anything right now
0.12133333333333332,0.07360000000000001,0.059,0.065,0.05266666666666667,I don't need anything right now
0.11533333333333333,0.0832,0.0335,0.045,0.07133333333333333,I don't need anything right now
0.11066666666666666,0.0776,0.0355,0.075,0.07600000000000001,I don't need anything right now
0.10533333333333333,0.068,0.042,0.041999999999999996,0.058,I don't need anything right now
0.13,0.09200000000000001,0.033999999999999996,0.04,0.06933333333333333,I don't need anything right now
0.1673333333333333,0.1008,0.0455,0.05900000000000001,0.043333333333333335,I don't need anything right now
0.15133333333333335,0.0648,0.05600000000000001,0.041999999999999996,0.027333333333333334,I don't need anything right now
0.09466666666666666,0.0756,0.0625,0.039,0.054000000000000006,I don't need anything right now
0.09133333333333334,0.0756,0.04,0.052000000000000005,0.058,I don't need anything right now
0.14,0.0788,0.027000000000000003,0.048,0.06133333333333333,I don't need anything right now
0.1553333333333333,0.06559999999999999,0.06649999999999999,0.049,0.054000000000000006,I don't need anything right now
0.14800000000000002,0.06680000000000001,0.10300000000000001,0.048,0.04666666666666666,I don't need anything right now
0.166,0.07880000000000001,0.077,0.081,0.03866666666666666,I don't need anything right now
0.14266666666666664,0.08,0.05,0.08499999999999999,0.04533333333333334,I don't need anything right now
0.138,0.07719999999999999,0.0655,0.062,0.03933333333333334,I don't need anything right now
0.13999999999999999,0.08,0.056499999999999995,0.032999999999999995,0.02733333333333333,I don't need anything right now
0.11200000000000002,0.09119999999999999,0.08,0.05500000000000001,0.050666666666666665,I don't need anything right now
0.08466666666666667,0.0808,0.058499999999999996,0.08499999999999999,0.043333333333333335,I don't need anything right now
0.11799999999999998,0.0736,0.0625,0.062,0.030000000000000002,I don't need anything right now
0.11666666666666665,0.0724,0.0435,0.05,0.029333333333333333,I don't need anything right now
0.10466666666666667,0.0708,0.0495,0.06,0.05,I don't need anything right now
0.12200000000000001,0.07600000000000001,0.046,0.057999999999999996,0.054,I don't need anything right now
0.12266666666666666,0.09720000000000001,0.05,0.063,0.03933333333333334,I don't need anything right now
0.14266666666666666,0.062,0.033499999999999995,0.081,0.05266666666666667,I don't need anything right now
0.08000000000000002,0.084,0.047,0.06899999999999999,0.04133333333333333,I don't need anything right now
0.10133333333333333,0.07640000000000001,0.049,0.044,0.02666666666666667,I don't need anything right now
0.11066666666666668,0.07880000000000001,0.047,0.064,0.04466666666666667,I don't need anything right now
0.1373333333333333,0.0784,0.058499999999999996,0.096,0.016,I don't need anything right now
0.12666666666666665,0.0732,0.078,0.047,0.048,I don't need anything right now
0.13466666666666666,0.0868,0.06799999999999999,0.053000000000000005,0.04,I don't need anything right now
0.12066666666666666,0.08839999999999999,0.0665,0.059,0.03066666666666667,I don't need anything right now
0.138,0.0848,0.0695,0.045,0.04666666666666667,I don't need anything right now
0.09000000000000001,0.07640000000000001,0.075,0.076,0.052000000000000005,I don't need anything right now
0.12933333333333333,0.08040000000000001,0.057499999999999996,0.037,0.028666666666666667,I don't need anything right now
0.11,0.07319999999999999,0.0435,0.054000000000000006,0.052000000000000005,I don't need anything right now
0.10066666666666667,0.0668,0.05450000000000001,0.04,0.052000000000000005,I don't need anything right now
0.10066666666666665,0.09359999999999999,0.053000000000000005,0.054000000000000006,0.05,I don't need anything right now
0.08666666666666666,0.11599999999999998,0.0485,0.074,0.02466666666666667,I don't need anything right now
0.14333333333333334,0.0968,0.05450000000000001,0.031,0.02666666666666667,I don't need anything right now
0.154,0.1052,0.063,0.049,0.09866666666666665,I don't need anything right now
0.14466666666666667,0.098,0.06000000000000001,0.009,0.07133333333333333,I don't need anything right now
0.156,0.09519999999999999,0.0405,0.072,0.05133333333333333,I don't need anything right now
0.164,0.098,0.047,0.061,0.06866666666666667,I don't need anything right now
0.128,0.0908,0.054000000000000006,0.11099999999999999,0.054,I don't need anything right now
0.148,0.0792,0.08199999999999999,0.045,0.08266666666666667,I don't need anything right now
0.18133333333333335,0.10679999999999999,0.1015,0.048,0.06933333333333333,I don't need anything right now
0.18333333333333332,0.10279999999999999,0.076,0.017,0.04733333333333333,I don't need anything right now
0.17333333333333334,0.124,0.0875,0.057999999999999996,0.07666666666666667,I don't need anything right now
0.162,0.12079999999999998,0.064,0.05500000000000001,0.07133333333333332,I don't need anything right now
0.158,0.1336,0.0865,0.072,0.042666666666666665,I don't need anything right now
0.162,0.1016,0.07849999999999999,0.063,0.07333333333333333,I don't need anything right now
0.17666666666666667,0.0984,0.056499999999999995,0.052000000000000005,0.06666666666666667,I don't need anything right now
0.17133333333333337,0.12240000000000002,0.06,0.028000000000000004,0.064,I don't need anything right now
0.16,0.11920000000000001,0.076,0.003,0.10333333333333333,I don't need anything right now
0.15,0.126,0.076,0.011,0.05,I don't need anything right now
0.12200000000000001,0.0824,0.07449999999999998,0.028000000000000004,0.08800000000000001,I don't need anything right now
0.11866666666666666,0.09119999999999999,0.07400000000000001,0.038,0.07600000000000001,I don't need anything right now
0.16199999999999998,0.08800000000000001,0.0605,0.017,0.06666666666666667,I don't need anything right now
0.13666666666666666,0.09519999999999999,0.05800000000000001,0.036,0.051333333333333335,I don't need anything right now
0.162,0.1052,0.08149999999999999,0.047,0.05266666666666667,I don't need anything right now
0.12266666666666667,0.09440000000000001,0.057499999999999996,0.05,0.076,I don't need anything right now
0.1846666666666667,0.0944,0.0465,0.048,0.05133333333333333,I don't need anything right now
0.11333333333333331,0.11879999999999999,0.034499999999999996,0.028999999999999998,0.07333333333333333,I don't need anything right now
0.16266666666666665,0.1,0.029000000000000005,0.044,0.07533333333333334,I don't need anything right now
0.17600000000000002,0.1008,0.025500000000000002,0.05,0.05,I don't need anything right now
0.09866666666666667,0.0588,0.022000000000000002,0.016,0.07266666666666667,I don't need anything right now
0.154,0.078,0.035500000000000004,0.047,0.05733333333333333,I don't need anything right now
0.16466666666666668,0.066,0.027000000000000003,0.020999999999999998,0.048,I don't need anything right now
0.14933333333333335,0.08560000000000001,0.025500000000000002,0.029000000000000005,0.060000000000000005,I don't need anything right now
0.15066666666666664,0.06120000000000001,0.027500000000000004,0.018,0.072,I don't need anything right now
0.13533333333333333,0.074,0.042,0.018,0.078,I don't need anything right now
0.15533333333333335,0.0868,0.05,0.02,0.092,I don't need anything right now
0.18066666666666664,0.0644,0.043500000000000004,0.020999999999999998,0.07200000000000001,I don't need anything right now
0.1593333333333333,0.0816,0.032999999999999995,0.038,0.062000000000000006,I don't need anything right now
0.134,0.06199999999999999,0.028500000000000004,0.048,0.09533333333333333,I don't need anything right now
0.1673333333333333,0.06480000000000001,0.0325,0.022,0.048,I don't need anything right now
0.16666666666666666,0.0616,0.025,0.017,0.066,I don't need anything right now
0.15866666666666668,0.0772,0.03,0.023,0.050666666666666665,I don't need anything right now
0.18466666666666667,0.0684,0.0405,0.037,0.08600000000000001,I don't need anything right now
0.22399999999999995,0.0996,0.029000000000000005,0.008,0.08933333333333333,I don't need anything right now
0.15733333333333333,0.07719999999999999,0.0325,0.034999999999999996,0.102,I don't need anything right now
0.14866666666666667,0.0504,0.0295,0.026000000000000002,0.08466666666666667,I don't need anything right now
0.136,0.05720000000000001,0.0365,0.009,0.060000000000000005,I don't need anything right now
0.12200000000000001,0.07400000000000001,0.028000000000000004,0.035,0.07533333333333334,I don't need anything right now
0.136,0.114,0.02,0.0,0.102,I don't need anything right now
0.16,0.0928,0.0365,0.008,0.07200000000000001,I don't need anything right now
0.17266666666666666,0.10159999999999998,0.03,0.05,0.09266666666666666,I don't need anything right now
0.14666666666666667,0.09359999999999999,0.025500000000000002,0.03,0.05733333333333333,I don't need anything right now
0.16133333333333333,0.0748,0.026500000000000003,0.037,0.08,I don't need anything right now
0.14866666666666667,0.0736,0.028000000000000004,0.024,0.06933333333333333,I don't need anything right now
0.16466666666666666,0.0808,0.0165,0.045,0.08466666666666667,I don't need anything right now
0.14466666666666667,0.09160000000000001,0.03149999999999999,0.031,0.07666666666666666,I don't need anything right now
0.15,0.07080000000000002,0.017499999999999998,0.038,0.055333333333333325,I don't need anything right now
0.18533333333333335,0.0744,0.0475,0.049,0.09333333333333332,I don't need anything right now
0.15133333333333335,0.0756,0.05700000000000001,0.043000000000000003,0.07733333333333334,I don't need anything right now
0.16066666666666668,0.0816,0.055499999999999994,0.043,0.03666666666666667,I don't need anything right now
0.132,0.07200000000000001,0.059,0.027000000000000003,0.04933333333333333,I don't need anything right now
0.13666666666666666,0.08199999999999999,0.0485,0.024,0.05666666666666667,I don't need anything right now
0.09466666666666666,0.06760000000000001,0.049,0.020999999999999998,0.08733333333333333,I don't need anything right now
0.11133333333333333,0.0812,0.038,0.036,0.08866666666666666,I don't need anything right now
0.11533333333333333,0.061200000000000004,0.036,0.013000000000000001,0.09533333333333334,I don't need anything right now
0.11933333333333333,0.062400000000000004,0.025,0.044,0.037333333333333336,I don't need anything right now
0.15666666666666668,0.0892,0.032499999999999994,0.037,0.10266666666666667,I don't need anything right now
0.188,0.1012,0.049,0.031,0.078,I don't need anything right now
0.184,0.08839999999999999,0.055499999999999994,0.034999999999999996,0.09600000000000002,I don't need anything right now
0.19333333333333333,0.08560000000000001,0.051500000000000004,0.044,0.09333333333333332,I don't need anything right now
0.17533333333333337,0.0736,0.041499999999999995,0.066,0.08066666666666666,I don't need anything right now
0.18866666666666665,0.09960000000000001,0.027500000000000004,0.053000000000000005,0.09466666666666668,I don't need anything right now
0.194,0.10400000000000001,0.028999999999999998,0.03,0.11333333333333333,I don't need anything right now
0.21000000000000002,0.1052,0.04,0.018,0.12399999999999999,I don't need anything right now
0.20400000000000001,0.1016,0.07250000000000001,0.037,0.112,I don't need anything right now
0.2193333333333333,0.11840000000000002,0.0335,0.061,0.07400000000000001,I don't need anything right now
0.21266666666666664,0.10959999999999999,0.0635,0.049,0.07266666666666667,I don't need anything right now
0.19466666666666665,0.10279999999999999,0.12050000000000001,0.086,0.06266666666666668,I don't need anything right now
0.168,0.1044,0.11699999999999999,0.1,0.074,I don't need anything right now
0.18133333333333337,0.11879999999999999,0.0895,0.064,0.09733333333333333,I don't need anything right now
0.19133333333333333,0.0908,0.1045,0.065,0.06199999999999999,I don't need anything right now
0.164,0.0928,0.11800000000000002,0.063,0.042666666666666665,I don't need anything right now
0.14866666666666667,0.0732,0.10800000000000001,0.049,0.05733333333333334,I don't need anything right now
0.13866666666666666,0.0596,0.1015,0.048,0.09933333333333333,I don't need anything right now
0.15266666666666667,0.1164,0.0905,0.039,0.08800000000000001,I don't need anything right now
0.19333333333333333,0.10640000000000001,0.11100000000000002,0.071,0.12333333333333334,I don't need anything right now
0.19266666666666668,0.102,0.08249999999999999,0.059,0.11,I don't need anything right now
0.15133333333333335,0.1168,0.0615,0.065,0.12866666666666668,I don't need anything right now
0.11533333333333333,0.0684,0.036,0.040999999999999995,0.12866666666666665,I don't need anything right now
0.14533333333333334,0.05840000000000001,0.041,0.06599999999999999,0.11533333333333333,I don't need anything right now
0.15866666666666665,0.08559999999999998,0.0455,0.022,0.09533333333333334,I don't need anything right now
0.14466666666666667,0.086,0.046,0.053000000000000005,0.11533333333333333,I don't need anything right now
0.15133333333333335,0.0708,0.0445,0.054000000000000006,0.12933333333333333,I don't need anything right now
0.13733333333333334,0.08120000000000001,0.051000000000000004,0.031,0.12933333333333333,I don't need anything right now
0.12466666666666668,0.0748,0.034999999999999996,0.048,0.154,I don't need anything right now
0.13799999999999998,0.0836,0.058499999999999996,0.06100000000000001,0.12533333333333335,I don't need anything right now
0.12400000000000001,0.09200000000000001,0.0885,0.048,0.11466666666666667,I don't need anything right now
0.188,0.1232,0.0785,0.08700000000000001,0.11533333333333333,I don't need anything right now
0.19600000000000004,0.102,0.0855,0.04,0.10333333333333333,I don't need anything right now
0.16199999999999998,0.1276,0.08449999999999999,0.066,0.11333333333333334,I don't need anything right now
0.21333333333333335,0.09759999999999999,0.074,0.05500000000000001,0.09066666666666666,I don't need anything right now
0.18400000000000002,0.10399999999999998,0.093,0.076,0.10266666666666666,I don't need anything right now
0.20933333333333332,0.1008,0.07449999999999998,0.061,0.09866666666666667,I don't need anything right now
0.164,0.0932,0.096,0.045,0.10666666666666667,I don't need anything right now
0.1706666666666667,0.0864,0.1115,0.04,0.11533333333333333,I don't need anything right now
0.18000000000000002,0.1096,0.1255,0.061,0.11666666666666667,I don't need anything right now
0.17466666666666666,0.09759999999999999,0.10149999999999999,0.054000000000000006,0.1366666666666667,I don't need anything right now
0.14666666666666667,0.1272,0.1085,0.078,0.10333333333333332,I don't need anything right now
0.15133333333333335,0.0852,0.0905,0.05500000000000001,0.13399999999999998,I don't need anything right now
0.12466666666666666,0.1184,0.073,0.06,0.14066666666666666,I don't need anything right now
0.11599999999999998,0.1124,0.1015,0.05700000000000001,0.13399999999999998,I don't need anything right now
0.13133333333333336,0.11120000000000001,0.1045,0.020999999999999998,0.14666666666666667,I don't need anything right now
0.11533333333333334,0.1148,0.08499999999999999,0.038,0.138,I don't need anything right now
0.128,0.1232,0.079,0.06799999999999999,0.16666666666666666,I don't need anything right now
0.08466666666666667,0.1316,0.0795,0.064,0.164,I don't need anything right now
0.15466666666666667,0.1316,0.08249999999999999,0.068,0.18733333333333332,I don't need anything right now
0.14533333333333331,0.1252,0.11699999999999999,0.034,0.17600000000000002,I don't need anything right now
0.15800000000000003,0.11719999999999998,0.10200000000000001,0.039999999999999994,0.2,I don't need anything right now
0.15533333333333335,0.11,0.11699999999999999,0.06,0.188,I don't need anything right now
0.13533333333333336,0.1136,0.1045,0.053000000000000005,0.2046666666666667,I don't need anything right now
0.14266666666666664,0.0872,0.10049999999999999,0.061,0.18666666666666665,I don't need anything right now
0.11800000000000001,0.1036,0.0975,0.071,0.18266666666666667,I don't need anything right now
0.15,0.1012,0.071,0.06999999999999999,0.18733333333333332,I don't need anything right now
0.10533333333333332,0.1016,0.098,0.06899999999999999,0.18333333333333332,I don't need anything right now
0.142,0.1292,0.1125,0.074,0.17200000000000001,I don't need anything right now
0.13266666666666668,0.11240000000000001,0.099,0.073,0.17066666666666666,I don't need anything right now
0.17200000000000001,0.1488,0.10600000000000001,0.06799999999999999,0.1753333333333333,I don't need anything right now
0.14733333333333334,0.1152,0.08499999999999999,0.04,0.154,I don't need anything right now
0.14933333333333335,0.098,0.07350000000000001,0.048,0.16533333333333333,I don't need anything right now
0.15933333333333335,0.1112,0.094,0.053000000000000005,0.16933333333333334,I don't need anything right now
0.14466666666666667,0.1096,0.07650000000000001,0.037,0.13266666666666665,I don't need anything right now
0.18133333333333335,0.1016,0.087,0.052000000000000005,0.1486666666666667,I don't need anything right now
0.15266666666666667,0.11959999999999998,0.098,0.05700000000000001,0.09466666666666666,I don't need anything right now
0.11333333333333333,0.1276,0.072,0.11499999999999999,0.212,I don't need anything right now
0.14333333333333334,0.09359999999999999,0.0885,0.10200000000000001,0.18066666666666667,I don't need anything right now
0.15866666666666665,0.1392,0.0465,0.11599999999999999,0.15266666666666667,I don't need anything right now
0.146,0.1232,0.039,0.077,0.12466666666666668,I don't need anything right now
0.14,0.1048,0.093,0.075,0.14466666666666667,I don't need anything right now
0.16333333333333336,0.1232,0.08499999999999999,0.092,0.10266666666666667,I don't need anything right now
0.16,0.1408,0.07050000000000001,0.09,0.15733333333333333,I don't need anything right now
0.17733333333333334,0.122,0.06999999999999999,0.11400000000000002,0.13799999999999998,I don't need anything right now
0.178,0.14,0.051500000000000004,0.086,0.13266666666666665,I don't need anything right now
0.14066666666666666,0.1752,0.053000000000000005,0.096,0.13,I don't need anything right now
0.1733333333333333,0.1596,0.0785,0.094,0.11,I don't need anything right now
0.1753333333333333,0.12480000000000001,0.065,0.083,0.114,I don't need anything right now
0.13533333333333336,0.1264,0.068,0.095,0.16,I don't need anything right now
0.148,0.1276,0.0445,0.071,0.14533333333333331,I don't need anything right now
0.15333333333333335,0.11960000000000001,0.062,0.06899999999999999,0.13399999999999998,I don't need anything right now
0.09933333333333333,0.1124,0.06,0.059,0.17666666666666667,I don't need anything right now
0.136,0.0996,0.077,0.10400000000000001,0.154,I don't need anything right now
0.12866666666666668,0.1204,0.094,0.099,0.16933333333333334,I don't need anything right now
0.14133333333333334,0.1072,0.10750000000000001,0.10400000000000001,0.1713333333333333,I don't need anything right now
0.16133333333333333,0.11599999999999999,0.11000000000000001,0.086,0.17733333333333334,I don't need anything right now
0.17866666666666667,0.1144,0.097,0.125,0.15733333333333335,I don't need anything right now
0.094,0.12240000000000002,0.11200000000000002,0.074,0.18000000000000002,I don't need anything right now
0.10533333333333332,0.1168,0.13199999999999998,0.10300000000000001,0.22266666666666665,I don't need anything right now
0.07,0.13839999999999997,0.1285,0.132,0.21066666666666667,I don't need anything right now
0.08933333333333332,0.11639999999999999,0.11299999999999999,0.10800000000000001,0.222,I don't need anything right now
0.09333333333333334,0.13760000000000003,0.1285,0.05700000000000001,0.22599999999999998,I don't need anything right now
0.13333333333333333,0.1452,0.10950000000000001,0.1,0.21333333333333335,I don't need anything right now
0.10333333333333333,0.154,0.0875,0.087,0.19733333333333333,I don't need anything right now
0.10333333333333333,0.14279999999999998,0.10350000000000001,0.075,0.24733333333333332,I don't need anything right now
0.1,0.1264,0.10750000000000001,0.11599999999999999,0.22133333333333335,I don't need anything right now
0.11666666666666667,0.15,0.09849999999999999,0.096,0.20533333333333334,I don't need anything right now
0.09866666666666667,0.15039999999999998,0.10700000000000001,0.077,0.1993333333333333,I don't need anything right now
0.07466666666666667,0.12639999999999998,0.1055,0.08,0.1953333333333333,I don't need anything right now
0.09400000000000001,0.1428,0.093,0.1,0.17733333333333334,I don't need anything right now
0.08466666666666667,0.14600000000000002,0.0925,0.094,0.1726666666666667,I don't need anything right now
0.11000000000000001,0.1412,0.07250000000000001,0.13599999999999998,0.15733333333333333,I don't need anything right now
0.11666666666666667,0.15039999999999998,0.11699999999999999,0.15599999999999997,0.17733333333333334,I don't need anything right now
0.11200000000000002,0.1668,0.11299999999999999,0.155,0.194,I don't need anything right now
0.12333333333333334,0.16400000000000003,0.093,0.10500000000000001,0.21666666666666667,I don't need anything right now
0.09000000000000001,0.1568,0.1165,0.128,0.19799999999999998,I don't need anything right now
0.11066666666666666,0.17439999999999997,0.10400000000000001,0.146,0.19266666666666665,I don't need anything right now
0.10933333333333334,0.16080000000000003,0.0965,0.151,0.19333333333333333,I don't need anything right now
0.16999999999999998,0.1648,0.10700000000000001,0.121,0.18666666666666665,I don't need anything right now
0.11,0.16040000000000001,0.11000000000000001,0.08399999999999999,0.18533333333333335,I don't need anything right now
0.09733333333333333,0.1428,0.119,0.082,0.19666666666666668,I don't need anything right now
0.06666666666666667,0.144,0.0875,0.071,0.18666666666666665,I don't need anything right now
0.07666666666666666,0.13720000000000002,0.10300000000000001,0.11200000000000002,0.19866666666666666,I don't need anything right now
0.07266666666666667,0.14240000000000003,0.1105,0.097,0.20733333333333331,I don't need anything right now
0.09066666666666666,0.14,0.1075,0.071,0.18933333333333333,I don't need anything right now
0.09066666666666667,0.146,0.124,0.061,0.18800000000000003,I don't need anything right now
0.11533333333333333,0.162,0.11699999999999999,0.11000000000000001,0.19533333333333333,I don't need anything right now
0.14466666666666667,0.13440000000000002,0.12250000000000001,0.075,0.202,I don't need anything right now
0.08,0.1356,0.12449999999999999,0.12,0.17066666666666666,I don't need anything right now
0.10333333333333333,0.15,0.10200000000000001,0.11600000000000002,0.14666666666666664,I don't need anything right now
0.11200000000000002,0.1516,0.0985,0.158,0.13733333333333334,I don't need anything right now
0.06733333333333333,0.14400000000000002,0.084,0.13,0.15066666666666664,I don't need anything right now
0.05466666666666666,0.1348,0.1155,0.125,0.1713333333333333,I don't need anything right now
0.08266666666666667,0.126,0.11750000000000001,0.096,0.178,I don't need anything right now
0.10466666666666666,0.1292,0.122,0.133,0.17266666666666666,I don't need anything right now
0.09533333333333334,0.1552,0.133,0.129,0.16133333333333333,I don't need anything right now
0.07733333333333332,0.1532,0.1255,0.125,0.20266666666666666,I don't need anything right now
0.12533333333333335,0.162,0.1315,0.15099999999999997,0.15866666666666665,I don't need anything right now
0.12666666666666665,0.182,0.13,0.124,0.156,I don't need anything right now
0.12866666666666668,0.1604,0.132,0.162,0.14933333333333335,I don't need anything right now
0.14266666666666666,0.17079999999999998,0.137,0.134,0.17866666666666664,I don't need anything right now
0.114,0.15560000000000002,0.10200000000000001,0.187,0.17600000000000002,I don't need anything right now
0.08866666666666667,0.1716,0.11750000000000001,0.145,0.15933333333333335,I don't need anything right now
0.114,0.16759999999999997,0.10600000000000001,0.139,0.15733333333333335,I don't need anything right now
0.10866666666666668,0.16519999999999999,0.10400000000000001,0.13399999999999998,0.19066666666666665,I don't need anything right now
0.10733333333333334,0.14520000000000002,0.1265,0.10500000000000001,0.19133333333333333,I don't need anything right now
0.09733333333333333,0.168,0.1345,0.11200000000000002,0.202,I don't need anything right now
0.08,0.1604,0.12500000000000003,0.123,0.21466666666666664,I don't need anything right now
0.13933333333333336,0.1456,0.15599999999999997,0.09,0.15666666666666668,I don't need anything right now
0.19933333333333333,0.1476,0.12999999999999998,0.11099999999999999,0.214,I don't need anything right now
0.19266666666666668,0.1404,0.1295,0.11000000000000001,0.23600000000000002,I don't need anything right now
0.1846666666666667,0.1496,0.1485,0.10900000000000001,0.20533333333333334,I don't need anything right now
0.212,0.156,0.1365,0.122,0.20866666666666667,I don't need anything right now
0.19933333333333333,0.1364,0.157,0.11200000000000002,0.20266666666666666,I don't need anything right now
0.216,0.128,0.15000000000000002,0.11000000000000001,0.182,I don't need anything right now
0.20866666666666667,0.1324,0.1595,0.13,0.20800000000000002,I don't need anything right now
0.182,0.142,0.162,0.128,0.19866666666666666,I don't need anything right now
0.182,0.154,0.1455,0.095,0.18533333333333332,I don't need anything right now
0.21666666666666667,0.13879999999999998,0.15350000000000003,0.10700000000000001,0.1753333333333333,I don't need anything right now
0.2753333333333333,0.1476,0.139,0.092,0.19733333333333333,I don't need anything right now
0.30866666666666664,0.1728,0.12050000000000001,0.094,0.16199999999999998,I don't need anything right now
0.292,0.13720000000000002,0.127,0.098,0.1673333333333333,I don't need anything right now
0.2593333333333333,0.1448,0.1135,0.095,0.18733333333333332,I don't need anything right now
0.2546666666666667,0.1392,0.11549999999999998,0.089,0.17266666666666666,I don't need anything right now
0.23,0.15280000000000002,0.1055,0.08600000000000001,0.1653333333333333,I don't need anything right now
0.19466666666666665,0.158,0.1145,0.069,0.16666666666666666,I don't need anything right now
0.214,0.1268,0.12050000000000001,0.10400000000000001,0.17400000000000002,I don't need anything right now
0.198,0.15080000000000002,0.12,0.097,0.17600000000000002,I don't need anything right now
0.232,0.1348,0.11349999999999998,0.07100000000000001,0.16266666666666668,I don't need anything right now
0.21600000000000003,0.13,0.0935,0.076,0.16133333333333333,I don't need anything right now
0.19266666666666668,0.1272,0.12099999999999997,0.051000000000000004,0.17933333333333332,I don't need anything right now
0.192,0.15000000000000002,0.11400000000000002,0.094,0.16066666666666668,I don't need anything right now
0.23333333333333334,0.144,0.123,0.09,0.17066666666666666,I don't need anything right now
0.20733333333333331,0.1552,0.1095,0.11499999999999999,0.18333333333333332,I don't need anything right now
0.154,0.13399999999999998,0.1,0.097,0.15933333333333335,I don't need anything right now
0.21200000000000002,0.12240000000000001,0.11600000000000002,0.094,0.15933333333333335,I don't need anything right now
0.21066666666666667,0.14839999999999998,0.1305,0.10200000000000001,0.17733333333333332,I don't need anything right now
0.20400000000000001,0.12240000000000001,0.11149999999999997,0.1,0.19466666666666665,I don't need anything right now
0.206,0.1512,0.127,0.069,0.16799999999999998,I don't need anything right now
0.20400000000000001,0.14479999999999998,0.128,0.087,0.16466666666666666,I don't need anything right now
0.21,0.1252,0.18,0.10899999999999999,0.14133333333333334,I don't need anything right now
